16,SALEM CLINIC,salemclinic1@gmail.com,+250781698861,"MEDICAL,PAEDIATRY",KAGUGU
17,CLINIQUE DON DE DIEU,cliniquedondedieu@gmail.com,+250788302839,GENERAL OUTPATIENT CLINIC,KICUKIRO
18,CLINIQUE SAINTE ELISA,giovanni_muhima@yahoo.fr,+250782172985,,KIMIHURURA
19,CLINIQUE MPORE LIBERTE,cmporeliberte@gmail.com,+250788482805,GENERAL OUTPATIENT CLINIC,REMERA
20,MINAS MEDICAL CENTRE(NARINE MEDICAL CENTER),minas_hosp@yahoo.com,+250783110153,"MEDICAL,GYNACOLOGY",GISOZI
21,LALIFE CLINIC,lalifeclinicorl@gmail.com,+250788520986,"MEDICAL.DENTAL.PHYSIOTHERAPY,PAEDIATRY",KIYOVU
22,KIGALI ADVENTIST MEDICAL CENTER,kamcremera1970@yahoo.com,+250788664758,,REMERA
24,AFRICA HEALTH NETWORK RWANDA LTD,nik@africahealthcarenetwork.com,   ,HEMODIALYSIS FOR ACUTE RENAL FAILURE,KIMIHURURA
25,KIGALI DERMATOLOGY,kigali.dermatology.clinic@gmail.com,(+250)788307242,DERMATOLOGY,KACYIRU
26,UMWIZERWA MEDICARE CENTER,,(+250)788760733,INTERNAL MEDICINE CLINIC,KIMIHURURA
27,BERI CLINIC,bericlinic@gmail.com,(+250)788206792,GENERAL CLINIC ,KIMIRONKO
28,CLINIQUE LA FONDATION DU COEUR,nsengvinc@yahoo.fr,(+250)788505314,INTERNAL MEDICINE CLINIC,NYARUGENGE
29,ISANGANO CLINIC,william.gak@gmail.com,(+250)788758595,GENERAL CLINIC ,GATSATA
30,ACTIVE LIFE PHYSIOTHERAPY CLINIC,,(+250)788451085,PHYSIOTHERAPY,KIMIRONKO
31,CLINIQUE LA NOUVELLE TRIADE,twagiracoco@gmail.com,(+250)788436140,GENERAL CLINIC ,REMERA
32,MEDICUS HUMANUS CLINIC,,(+250)788348264,GENERAL OUTPATIENT CLINIC,GASABO
33,DOTHAN CLINIC,dothanclinic97@gmail.com,(+250)788273529,GENERAL OUTPATIENT INPATIENT CLINIC,KICUKIRO
34,DEVA MEDICAL CENTRE,insurance@devamc.com,(+250)788333555,SPECIALIZED OUTPATIENT  CLINIC,NYARUTARAMA
35,KIGALI CITIZENS POLYCLINIC,Cmukabatsinda@gmail.com,(+250)788304004,SPECIALIZED OUTPATIENT  CLINIC,NYARUGENGE
36,UBUMUNTU MEDICAL CLINIC,ubumuntuclinic@gmail.com,(+250)788306512,GENERAL OUTPATIENT CLINIC,KICUKIRO
37,IMANZI MEDICAL CLINIC, imanziclinic@yahoo.com,(+250)785607571,GENERAL OUTPATIENT CLINIC,ZINDIRO
38,SHEMA CLINIC,shemaclinic@gmail.com,(+250)788523835,GENERAL OUTPATIENT CLINIC,KANOMBE
39,SANTE CLINIC,santeclinic17@gmail.com,(+250)788466887,GENERAL OUTPATIENT CLINIC,NYARUGENGE
40,KIGALI EYE CENTRE,jnzabamwita@yahoo.fr,(+250)788530861,SPECIALIZED OPHTALMOLOGY  CLINIC,NYARUGENGE
42,CLINIQUE GALIEN,clinigalien11g@gmail.com,(+250)782187172,GENERAL OUTPATIENT CLINIC,KIMIRONKO
43,IJABO PHYSIOTHERAPY AND REHABILITATION CLINIC,ekayonga@gmail.com,(+250)787921473,PHYSIOTHERAPY,KANOMBE
44,BELLA VITAE MEDICAL CLINIC,bellavitaeclinic@gmail.com,(+250)783122717,GENERAL OUPATIENT&INPATIENT CLINIC,KANOMBE
45,HUMANHOOD CLINICS,humanhoodclinics@gmail.com,(+250)781921753,CLINIC,NYARUGENGE
46,KIBUNGO MEDICAL CENTER,kibungomedicalcenter@yahoo.fr,+250786643411,GENERAL OUTPATIENT CLINIC,NGOMA
47,SAINT THERESA CLINIC,sthereclinic@gmail.com,+250789388306,GENERAL OUTPATIENT CLINIC,RWAMAGANA
48,STELLA CLINIC,jeanlambertk@gmail.com,(+250)788530495,GENERAL CLINIC ,BUGESERA
49,PRIMO CLINIC, clinicprimo@gmail.com,(+250)781634099,GENERAL OUTPATIENT INPATIENT CLINIC,NYAMATA
50,RAPHA CLINIC NYAGATARE,raphaclinic8@gmail.com,(+250)788585292,GENERAL OUTPATIENT CLINIC,NYAGATARE
51,NARADA MEDICAL CLINIC,naradamc2016@gmail.com,(+250) 782388803,GENERAL CLINIC ,KAYONZA
52,UNITY CLINIC,unityclinicb@gmail.com,(+250)788403957,GENERAL CLINIC ,BUGESERA
53,NISSI CLINIC,nissiclinic19@gmail.com,"""+250780932193",GENERAL CLINIC ,RWAMAGANA
54,UMURAGE MEDICAL CLINIC,clinicumurage@gmail.com,+250783614047,GENERAL OUTPATIENT CLINIC,MUHANGA
55,BLESSED  FAMILY HEALTH CLINIC,,+250783377932,GENERAL OUTPATIENT CLINIC,RUHANGO
56,CLINIQUE MEDICALE LA PROVIDENCE,cliniquemedicalelaprovidence@gmail.com,+250784022096,"MEDICAL,GYNACOLOGY",MUHANGA
57,CLINIQUE MEDICALE SAINT PAUL,cliniquemedicalstpaul@gmail.com,(+250)783013822,GENERAL OUTPATIENT CLINIC,MUHANGA
58,IGIHOZO MEDICAL CLINIC,igihozomedicalclinic@gmail.com,(+250)788838589,GENERAL OUTPATIENT CLINIC,NYANZA
59,ISEZERANO MEDICAL CLINIC,isezeranomedicalclinic@gmail.com,(+250)788695024,GENERAL OUTPATIENT INPATIENT CLINIC,NYANZA
60,RAPHA CLINIC RUYENZI,raphaclinic8@gmail.com,(+250)788585292,GENERAL OUTPATIENT CLINIC,KAMONYI
61,INSHUTI MEDICAL CLINIC,inshuti_m@yahoo.fr,(+250)782476792,GENERAL OUTPATIENT CLINIC,NYAMAGABE
62,CLINIQUE MEDICALE DE L'ARCHE,clinique medical de l'arch,(+250)786226457,GENERAL OUTPATIENT CLINIC,RUBAVU
63,CLINIQUE SAINTE ELISABETH,cliniquestelisabeth@gmail.com,+250788355055,GENERAL OUTPATIENT INPATIENT CLINIC,RUSIZI
64,BEATHANIE MEDICAL CLINIC,mugabeeulade@gmail.com,(+250)785233792,GENERAL OUTPATIENT CLINIC,KARONGI
65,HORANA UBUZIMA CLINIC,,(+250)785014749,GENERAL OUTPATIENT CLINIC,RUBAVU
66,NDENGERA MEDICAL CLINIC,ndengeraclinic@gmail.com,(+250)788422169,GENERAL OUPATIENT&INPATIENT CLINIC,RUBAVU
67,CLINIQUE LA MEDICALE RUBAVU,lamedicale.rubavu@gmail.com,(+250)786562140,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUBAVU
68,CLINIQUE SAINTE IMMACULEE,rwirangiratheo@yahoo.fr,(+250)783421081,CLINIC,RUBAVU
69,PROOMNIBUS POLYCILINIC,proomnibusclinic@outlook.com,"""+250789866671",GENERAL CLINIC ,MUSANZE
70,CLINIQUE DU MONT NYAMAGUMBA,,(+250)88306528,GENERAL CLINIC ,MUSANZE
71,DEUS NEURO REHABILITATION CENTER,info@deusestmedicalclinics.com,(+250)780642024,GENERAL CLINIC ,GASABO
72,UMURINZI CLINIC,umurinzi5@gmail.com,(+250)788423135,GENERAL CLINIC ,RUHANGO
73,LIFELINE CLINIC,lifeline.clinic24@gmail.com,"""+250786051453",GENERAL CLINIC ,RULINDO
74,SAINT MICHEL CLINIC,stmichelclinic@gmail.com,(+250)786862226,GENERAL CLINIC ,BUGESERA
75,TRINITA MEDICAL CLINIC,trinitamedicalclinic@gmail.com,(+250)788283632,GENERAL CLINIC ,GASABO
76,GATEWAY MEDICAL CLINIC,gatewaymedicclinic@gmail.com,(+250)788437145,GENERAL CLINIC ,NYABIHU
77,MEDILABS CLINIC TUMBA LIMITED,smedilabs@gmail.com,(+250)788504151,GENERAL CLINIC ,KICUKIRO
78,GIRUBUZIMA MEDICAL CENTER CLINIC,girubuzimamedcenter2@gmail.com,(+250)788468551,GENERAL CLINIC ,KICUKIRO
79,TRUST HEALTHCARE CLINIC,trusthealthcareclinic@gmail.com,(+250)788629801,GENERAL CLINIC ,GICUMBI
80,HOPE CLINIC,hopeclinicrw1@gmail.com,(+250)785560004,GENERAL CLINIC ,GATSIBO
81,BARAKA MEDICAL CLINIC,barakamedicalclinic@gmail.com,(+250)785303979,GENERAL CLINIC ,KIREHE
82,FAMILY MEDICAL CLINIC,familymedicalclinic19@gmail.com,(+250)787933350,GENERAL CLINIC ,NYARUGENGE
83,CLINIQUE LA GRACE,gracekangwagye@gmail.com,(+250)782091845,GENERAL CLINIC ,KAYONZA
84,KIBUNGO MEDICAL CENTER,kibungomedicalcenter@yahoo.fr,(+250)786051453,GENERAL CLINIC ,RULINDO
85,ORION CLINIC,orionclinicrwanda@gmail.com,(+250)788778811,GENERAL CLINIC ,RUSIZI
86,SAGI CLINIC,sagiclinic@gmail.com,(+250)788207059,GENERAL CLINIC ,RUSIZI
87,CLINIQUE MEDICALE SAINTE FAMILLE,cliniquemsf@gmail.com,(+250)788876205,GENERAL CLINIC ,KARONGI
88,CLINIQUE GENERALE DE MAHOKO,cliniquegeneraledemahoko@gmail.com,(+250)783277917,GENERAL CLINIC ,RUBAVU
89,CLINIQUE SAINT CECILE,,(+250)785393728,GENERAL CLINIC ,MASAKA
90,UBI CARITAS LIMITED,ubicaritasclinic@gmail.com,(+250)788306392,GENERAL CLINIC ,KAMONYI
91,CHARITY MEDICAL CLINIC,clinicharity@gmail.com,(+250)785196386,GENERAL CLINIC ,RUBAVU
92,BABYL RWANDA LIMITED,humudu.shyaka@babyl.rw,(+250)788740288,CONSULTATIONS,NYARUGENGE
93,SAINT DARIUS MEDICAL CLINIC,st.darius.rw@gmail.com,(+250)788470338,GENERAL CLINIC ,KAYONZA
94,MUYUMBU MEDICAL CLINIC,muyumbuclinic@gmail.com,(+250)788312150,GENERAL CLINIC ,RWAMAGANA
95,SILOWAMU MEDICAL CLINIC,silowamu1mclinic@gmail.com,(+250)789403022,GENERAL CLINIC ,KAGUGU
96,BETHANIE MEDICAL CLINIC,bethaniemedclinic@gmail.com; mugabeeulade@gmail.com,(+250)789290315,GENERAL CLINIC ,KABEZA
97,BENEFACTOR DAVID CLINIC,info@btdavidclinic.rw,(+250)788303458,GENERAL CLINIC ,NYAMATA
98,SAINT CAMILLO CLINIC,,(+250)788414202,GENERAL CLINIC ,
99,SAINT SIMON MEDICAL CLINIC,santosii@yahoo.fr,(+250)788544691,GENERAL CLINIC ,RWAMAGANA
100,KIGALI HILL SIDE CLINIC,kigalihillsideclinic@gmail.com,(+250)788824619,GENERAL CLINIC ,GISOZI
101,VIVA CLINIC,vivaclinicy@gmail.com,(+250)788357735,GENERAL CLINIC ,MASAKA
102,CLINIQUE MEDICALE PEACE GAKENKE LTD,cliniquegakenke@gmail.com,,GENERAL CLINIC ,GAKENKE
103,CLINIC SOINS POUR TOUS,,(+250)785833526,GENERAL CLINIC ,GASABO
104,HOREBU MEDICAL CLINIC,horebumedicalclinic@gmail.com,(+250)788305541,GENERAL CLINIC ,GASABO
105,BETA CLINIC,,(+250)788306031,GENERAL CLINIC ,RUSIZI
106,SANUS MEDICAL CLINIC,sanusmedicalclinic2021@gmail.com,(+250)788422336,GENERAL CLINIC ,MUHANGA
107,MAXCURE CLINIC,maxcureclinicrwanda@gmail.com,(+250)788646871,GENERAL CLINIC ,NYARUGENGE
108,UNIQUE REHABILITATION CLINIC,eimauvit1500@gmail.com,(+250)784141416,PHYSIOTHERAPY,KIMIRONKO
109,PLAN HEALTHCARE LANE PARK,planhealthcarel@gmail.com,'+250786521838,GENERAL CLINIC ,RUBAVU
111,CLINIQUE LA FIDELITE,,,GENERAL CLINIC ,REMERA
112,DUTABARANE CLINIC,ndayizeyemutesa@gmail.com,0788539875,GENERAL CLINIC ,NYARUGENGE
113,ST VICENT PALLOTTI CLINIC,pallotticlinique21@gmail.com,"""+250790106826",GENERAL CLINIC ,KICUKIRO
114,AVEGA CLINIC,avegaclinic2@gmail.com,"""0788494769",GENERAL CLINIC ,GASABO
115,THARHON MEDICAL CLINIC,tharhonmedicalclinic@gmail.com,"""+250791811263",GENERAL CLINIC ,GASABO
116,YAHSHUA MEDICAL CLINIC,abbakankindi@gmail.com,"""+250788663250",GENERAL CLINIC ,NYAGATARE
117,TRINITY MEDICAL CLINIC,trinitymltd@gmail.com,"""+250788504566",GENERALCLINIC,KICUKIRO
118,CRANFIELD BROOKLYN LTD,,,GENERALCLINIC,KICUKIRO
119,MILO CLINIC,miloclinicltd@gmail.com,,GENERALCLINIC,NYABUGONGO
120,WOMEN'S HEATH AND FERTILITY CLINIC,mwesidavi@gmail.com,,GENERALCLINIC,KBEZA
121,KIRA MEDICAL CARE ,kiramedicalcareltd@gmail.com,,GENERALCLINIC,KARONGI
122,CLINIQUE MPORE RG VIE,clinicmporergvie@gmail.com,,GENERALCLINIC,MUSANZE
123,SION SPECIALISED CLINIC,,,GENERALCLINIC,GIKONDO
124,AMARIS MEDICAL,amarisclinic1@gmail.com,,GENERALCLINIC,NYAMIRAMBO
125,KMISC CLINIC,kigalimedicalimaging@gmail.com,0794485005/0787638420,GENERALCLINIC,GIKONDO
126,UBUNTU MEDICAL CLINIC,ubumuntuclinic@gmail.com,,GENERALCLINIC,KAMONYI/BISHENYI
127,,,,,
,,,,,
,POLYCLINICS/PRIVATE HOSPITALS,,,,
,,,,,
No,Names,E-mail,Phone number,Type of Service,LOCATION
1,KIGALI MEDICAL CENTER,kmccenterpolyclinic@gmail.com,+250725084378,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KIMIRONKO
2,UBUZIMA POLYCLINIC,ubuzimaclinic@gmail.com,+250788540557,"MEDICAL,GYNACOLOGY",KIMIRONKO
3,POLYCLINIC SAINT JEAN,polyclinicstjean@gmail.com,+250786635315,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMIRAMBO
4,POLYFAM,polycliniquefamiliale@yahoo.com,+250784161745,"MEDICAL,GENERAL SURGERY,GYNECOLOGY",REMERA
5,UR-CMHSBD(KHI),fam_khblimited@yahoo.com,+250786689121,"DENTAL,PHYSIOTHERAPY",NYARUGENGE
6,POLYCLINIQUE MEDICO SOCIALE,polycliniquemedicosociale@yahoo.fr,+250788521351,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KINAMBA
7,POLYCLINIQUE LA MEDICALE KIGALI,duwigitije@gmail.com,+250788688404,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
8,POLYCLINIQUE DE L'ETOILE,polycliniquedeletoile@gmail.com,+250788574667,"MEDICAL,,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
9,BAHO POLYCLINIC,vntagengerwa07@gmail.com,(+250)788302172,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
10,BAHO INTERNATIONAL HOSPITAL,immaculee.u@bahointernationalhospital.com,(+250)788306805,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUTARAMA
13,POLYCLINIC DU CARREFOUR,polyclinicducarrefour@gmail.com,+250784840500,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KICUKIRO
14,INKURUNZIZA ORTHOPEDIC HOSPITAL ,receptioniza@gmail.com,+250789280431,ORTHOPEDY,GIKONDO
15,GLAMERC POLYCLINIC,glamerc@gmail.com,+250788872840,SPECIALITIES,REMERA
16,WIWO SPECILAIZED HOSPITAL,mkuzayiru@gmail.com;info@wiwohealthcare.com,(+250)783549007,HOSPITAL,GASABO
17,BEATRICE POLYCLINIC,beatricepolyclinic@gmail.com,(+250)780301870,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GASABO
19,MBC HOSPITAL,mbchospitalapprovals@gmail.com,(+250)787233553,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
20,PEACE POLOLYCLINIC,peacepoly@39gmail.com,+250788845117,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",MUHANGA
21,POLYCLINIQUE LA MEDICALE HUYE,c.medicale@yahoo.fr,+250788524280,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
22,SALUS POLYCLINIC,infosaluspolyclinic@gmail.com,(+250)788557273,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
24,POLYCLINIQUE LA MEDICALE MUSANZE,polyclinique.musanze@yahoo.fr,+250788945411,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",MUSANZE
26,EJO HEZA SURGICAL CENTER,geogentakiyiruta@yahoo.co.uk,(+250)788433638,ORTHOPEDY,REMERA
27,KIGALI CARDIOLOGY CABINET,,,CARDIOLOGY,KIMIHURURA
28,POLYCLINIQUE DU BON BERGER,evowerabe6@gmail.com,(+250)788503012,"MEDICAL,PAEDIATRY,GYNECOLOGY",GIKONDO
29,RWANDA CHARITY EYE HOSPITAL,rceh.viateur@gmail.com,(+250)788493650,OPHTALMOLOGY SPECIALIZED HOSPITAL,KAMONYI
30,PYRAMID MEDICAL CARE LTD,pyramidseyecenter@gmail.com,(+250)783245226,OPHTALMOLOGY SPECIALIZED,KICUKIRO
31,KIVU SPECIALIZED CLINIC,kivuclinic@gmail.com,(+250)781055911,ENT SPECIALIZED CLINIC,KACYIRU
32,ATELIER ORTHOPEDIQUE DE GIKONDO(ATOGI),atogiltd14@gmail.com,(+250)788744181,ORTHOPEDY,GIKONDO
33,INEZA POLYCLINIC,polyclinicineza2021@gmail.com,'+250783377932,POLYCLINIC,MUHANGA
34,NYARURAMA ADVENTIST POLYCLINIC,izajeanne9@gmail.com,(+250)782037004/0788757322,POLYCLINIC,NYARURAMA
35,PREMIUM MEDICAL CLINIC,,,,
37,SANGWA POLYCLINIC,sangwa.polyclinic@gmail.com,'+250783345957,POLYCLINIC,HUYE
38,HOPE POLYCLINIC,hope.medicalpoly@gmail.com,,POLYCLINIC,KICUKIRO
39,WOMEN'S HEALTH AND FERTILITY CLINIC,mwesidavi@gmail.com,,POLYCLINIC,KABEZA
40,HOPE MEDICAL CENTER,hope.medicalpoly@gmail.com,,POLYCLINIC,
41,DIVINE MERCY HOSPITAL FR BASH FOUNDATION,,,HOSPITAL,MBARARA
42,,,,,
,GOVERNEMENT HOSPITALS,,,,
,,,,,
No,Names,E-mail,Phone number,Type of Service,LOCATION
1,CHUK ,hamibri@yahoo.fr,+250788675416,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
2,RWANDA MILITARY HOSPITAL,info@rmh.rw,+250788429683,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KANOMBE
3,HOSPITAL KIBAGABAGA,jmunyangabe@yahoo.fr,+250788560765,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KIBAGABAGA
4,HOSPITAL NDERA,ndera-hospital@moh.gov.rw;kargdeo@yahoo.fr,+250788827364,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GASABO
5,MUHIMA HOSPITAL,miuhima.hospital@moh.gov.rw,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
6,MASAKA DISTRICT HOSPITAL,masaka.hospital@moh.gov.rw,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KICUKIRO
7,KACYIRU HOSPITAL,kacyiru.hospital@moh.gov.rw,(+250),"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KACYIRU
8,NYAMATA HOSPITAL,nyamata.hosiptal@moh.gov.rw,+250788130100,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",BUGESERA
9,RWAMAGANA HOSPITAL,rwamagana.hospital@moh.gov.rw,+250788740518,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RWAMAGANA
10,NGARAMA HOSPITAL,hopngarama@yahoo.fr,(+250)788846024,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GATSIBO
11,KIREHE HOSPITAL,kirehe.hospital@moh.gov.rw,(+250)782223223,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KIREHE
12,GAHINI HOSPITAL,hopitagah@gmail.com/ venustus1969@gmail.com,"""+250782309376","MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KAYONZA
13,NYAGATARE HOSPITAL,hopitalnyagatare@yahoo.fr,(+250)785053366,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAGATARE
14,RWINKWAVU HOSPITAL,rwinkwavu.hospital@moh.gov.rw,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GATSIBO
15,KIBUNGO HOSPITAL,kibungo.hospital@moh.gov.rw,(+250)781094865,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NGOMA
16,NYANZA HOSPITAL,kabger05@yahoo.fr,+250736919363,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYANZA
17,CHUB,sijerc01@yahoo.fr,+250788849762,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
18,KABGAYI HOSPITAL,rukundojerome@yahoo.fr,+250788749060,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",MUHANGA
19,KIGEME HOSPITAL,joshat16@yahoo.com,+250783164362,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMAGABE
20,REMERA RUKOMA HOSPITAL,,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KAMONYI
21,RUHANGO HOSPITAL,ruhango.hospital@moh.gov.rw,(+250)788701290,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUHANGO
22,HOPITAL GITWE,gitwe.hospital@moh.gov.rw,(+250)788865180,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUHANGO
23,HOPITAL DIOCESAIN KABGAYI,kabgeye@gmail.com,(+250)786448577,OPHTALMOLGY SPECIALIZATION,MUHANGA
24,MUHORORO HOSPITAL,muhororohospital@gmail.com,(+250)785392400,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",MUHANGA
25,GAKOMA HOSPITAL,gakoma.hospital@moh.gov.rw,(+250)783571510,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GISAGARA
26,MUNINI HOSPITAL,munini.hospital@moh.gov.rw,(+250)782597498,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGURU
27,GIHUNDWE HOSP,gihundwe.hospital@moh.gov.rw,+250788614414,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUSIZI
28,MIBIRIZI HOSPITAL,ntibavenu@yahoo.fr,+250788928229,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUSIZI
29,KIBOGORA HOSPITAL,"kibogorahospital@gmail.com, kibogora.hospital@moh.gov.rw",+250789739401,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMASHEKE
30,BUSHENGE HOSPITAL,bushenge.hospital@moh.rw,+250788582705,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMASHEKE
31,KIBUYE HOSPITAL,hopitalkibuye@yahoo.com,+250788566925,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KARONGI
32,GISENYI HOSPITAL,kanapascal20@gmail.com,+250788776931,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUBAVU
33,SHYIRA HOSPITAL,musamod155@gmail.com,(+250)788444068,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYABIHU
34,KABAYA HOSPITAL,kabaya.hospital@moh.gov.rw,(+250)783244548,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NGORORERO
35,NEMBA HOSPITAL,hopitalnemba@yahoo.fr,+250781288094,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GAKENKE
36,RUHENGERI HOSPITAL,ruhengeri.hospital@moh.gov.rw,+250788489383,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",MUSANZE
37,KINIHIRA HOSPITAL,kinihira.hospital@moh.gov.rw,(+250)787470368,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RULINDO
38,RULI HOSPITAL,ruli.hospital@moh.gov.rw,(+250)788248127,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RULINDO
39,RUTONGO HOSPITAL,rutongo.hospital@moh.gov.rw,(+250)785079510,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RULINDO
40,BUTARO HOSPITAL,butaro.hospital@moh.gov.rw,(+250)782469486,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",BURERA
41,NYARUGENGE DISTRICT HOSPITAL,nzirorerajeandedieu713@gmail.com,(+250)783821881,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
42,MUGONERO HOSPITAL,mugonero.hospital@moh.gov.rw,(+250)788688123,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KARONGI
43,MURUNDA HOSPITAL,murunda.hospital@moh.gov.rw,(+250)788633676,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUTSIRO
44,KABUTARE HOSPITAL,kabutare.hospital@moh.gov.rw,(+250)788498526,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
45,KIBIRIZI HOSPITAL,kibirizi.hospital@moh.gov.rw,(+250)785042978,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
46,KADUHA HOSPITAL,kaduha.hospital@moh.gov.rw,(+250)785247991,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMAGABE
47,KIRINDA HOSPITAL,kirinda.hospital@moh.gov.rw,(+250)782166072,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",
48,KIZIGURO DISTRICT HOSPITAL,kiziguro.hospital@moh.gov.rw,(+250)788249292,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",
49,GATUNDA HOSPITAL,gatunda.hospital@moh.gov.rw,(+250)788878205,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",
50,RILIMA ORTHOPEDIC HOSPITAL,rilima.hospital@moh.gov.rw,(+250)788653252,ORTHOPEDIC ,NYAMATA
51,,,,,
,LABORATORY,,,,
,,,,,
No,Names,E-mail,Phone number,Type of Service,LOCATION
1,LANCET LABORATORIES,info@lancet.co.rw,(+250)784035660,SPECIALIZED LABORATORY,GASABO
